VolcanoName	Activity_ID	VolcanoNumber	Morph Type 1	Morph Type 2	Morph Type 3	Morph Type 4	Morph Type 5	Morph Type 6	TectonicSetting	RockType	Country	ActivityType	StartDateYear	StartDateMonth	StartDateDay	EndDateYear	EndDateMonth	EndDateDay	DurationYears	ExplosivityIndexMax	ExplosivityIndexModifier	LatitudeDecimal	LongitudeDecimal	Elevation	Remarks
Okataina	14508	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1900	1	0	1904	11	1	4	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14509	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1905	2	18	1905	2	23	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14510	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1905	6	17	1905	6	17	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14511	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1906	2	21	1906	2	21	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14512	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1908	10	1	1908	10	1	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14513	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1910	7	24	1910	7	25	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14514	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1912	4	0	NAN	NAN	NAN	NAN	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14515	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1913	1	27	1913	1	27	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14516	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1914	1	28	1914	2	0	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14517	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1915	2	4	1915	4	13	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
Okataina	14518	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1915	11	5	1915	11	9	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
